0,0.2,93894E-05,0.02591682,0.1443034,0,0.09137405,0.2797381,1.347351E-06,0.1908413,0.3945632,2.721208E-05,0.3470694,0.4034796,0.0002042318,0.4430471,0.3052922,0.0004392389,0.5232094,0.2080287,0.0006345693,0.6167207,0.1341172,0.000809898,0.7303643,0.1098443,0.0009586425,0.8392057,0.1551085,0.001029769,0.9288197,0.2331859,0.001002295,0.9877768,0.3372881,0.0008724006,1,0.4558639,0.0006612216,0.9639041,0.5703453,0.0004062214,0.8449724,0.6132913,0.0002379197,0.7210903,0.5436545,0.0002601953,0.6835346,0.4137852,0.0004576262,0.7544716,0.3166604,0.0006774768,0.866819,0.3669502,0.0005917255,0.866819,0.3669502,0.0005917255,Wind
0,0,0.0002465531,5.613528E-05,0.144759,0.0001570762,0.03100292,0.2917801,7.270242E-05,0.09687456,0.433883,0,0.2216512,0.5469083,2.090058E-05,0.390419,0.5459912,0.0002855793,0.4768586,0.437117,0.0006104315,0.5450886,0.33206,0.0008625913,0.6253685,0.2465026,0.001062929,0.7350594,0.211103,0.001199171,0.8507091,0.2304522,0.001229595,0.9472958,0.3012166,0.001138698,1,0.4092891,0.0009465035,0.9848574,0.5280197,0.000712358,0.8735096,0.5880225,0.0005669617,0.7458131,0.527697,0.000635214,0.7058094,0.4042471,0.0008386562,0.7889769,0.3238392,0.001034377,0.8875301,0.3631164,0.0009192452,0.8875301,0.3631164,0.0009192452,Wind
0.05280443,0,0.0005367136,0.01505608,0.1225252,0.0003472731,0,0.2562934,0.0001416808,0.04728476,0.3955079,0,0.1760256,0.4987129,9.558955E-06,0.3411009,0.5210097,0.0001737778,0.4808854,0.462464,0.000415206,0.5461116,0.3468426,0.0006792722,0.6109973,0.2460042,0.0009032142,0.7130958,0.184883,0.001015127,0.8300175,0.1586755,0.001049906,0.9454831,0.2108896,0.0009403891,1,0.3238609,0.0007248891,0.9929393,0.4488676,0.0004817488,0.8644955,0.5022526,0.0004417585,0.7397019,0.4285158,0.000635693,0.6920412,0.3134363,0.0008915025,0.7412736,0.224488,0.00104656,0.7412736,0.224488,0.00104656,0.7412736,0.224488,0.00104656,Wind
0.01107323,0,0.000215083,0,0.1117356,9.197992E-05,0.0477403,0.2244849,6.288409E-05,0.1260811,0.3225201,6.727006E-05,0.2406144,0.378269,0.0001596496,0.3540675,0.3398581,0.0003661259,0.4422947,0.2729789,0.0005450064,0.5214679,0.204602,0.0006914608,0.6109393,0.1572674,0.0008034181,0.7113767,0.1397611,0.0008510418,0.8157501,0.1496713,0.0008258634,0.9115241,0.2010537,0.0007016766,0.980699,0.2866252,0.0005090262,1,0.3932354,0.0002945304,0.9694323,0.4985502,9.54651E-05,0.8685514,0.5594229,0,0.7485161,0.5024742,0.000144901,0.6969481,0.3954056,0.0003724348,0.7886494,0.3362488,0.0004685545,0.8362326,0.3480203,0.0003759302,Wind
0,0,0.0003990607,0.004545892,0.1378695,0.0003065259,0.06308799,0.2711376,0.0002622432,0.1590572,0.3853572,0.0002376958,0.2959289,0.4546541,0.0003017386,0.3951288,0.3560314,0.0005545757,0.4757588,0.2576678,0.0007757797,0.5885676,0.2018374,0.0009125192,0.7134946,0.184009,0.0009685169,0.8414493,0.2062466,0.0009213671,0.9475692,0.2862735,0.0007535421,1,0.4063964,0.0005056566,0.9839407,0.5373247,0.0002563573,0.9003033,0.6472805,4.160689E-05,0.7436064,0.661297,0,0.6203717,0.5548158,0.0001659349,0.5826169,0.4162114,0.0004105883,0.69518,0.3498084,0.0005981119,0.8240581,0.4099919,0.0004102327,0.8240581,0.4099919,0.0004102327,Wind
0,0,0,0.04115228,0.1325763,5.466734E-05,0.1221084,0.2449703,0.0001353367,0.2232421,0.332848,0.0002315181,0.3308254,0.3999959,0.0003077918,0.4506664,0.4209177,0.0004236966,0.5401772,0.3647976,0.0006308999,0.607218,0.2956715,0.0008153601,0.6963636,0.2597343,0.0009389762,0.7951042,0.2666553,0.0009770812,0.8880718,0.3087451,0.0009216088,0.9695246,0.3749526,0.0007802526,1,0.472194,0.0005798838,0.9705877,0.5697812,0.0003918293,0.8835451,0.6345093,0.0002606081,0.7619618,0.6224465,0.0002669564,0.6601596,0.5539829,0.0003347699,0.6659701,0.4442693,0.0005277966,0.7788833,0.4399798,0.0005202966,0.7878214,0.4519595,0.0004607147,Wind
0,0,0.0001350019,0.03136222,0.1310636,0.0001336895,0.1098625,0.2443359,0.0001636767,0.2210185,0.3265274,0.0002540313,0.3494335,0.3478153,0.0004095953,0.4496872,0.291883,0.0005958435,0.551814,0.25857,0.000738142,0.658086,0.2517476,0.0008034014,0.7659392,0.2648602,0.0007967937,0.8730535,0.3071716,0.0006937747,0.9626275,0.3894813,0.0004926595,1,0.5054105,0.0002562384,0.9383274,0.6051168,8.469621E-05,0.8173536,0.6514084,0,0.6770561,0.6269124,5.812061E-06,0.5666031,0.5337341,0.0001178802,0.5885553,0.4179362,0.0003830511,0.7122566,0.432881,0.0003666446,0.7740461,0.5383359,5.779018E-05,0.75919,0.5230572,9.823799E-05,Wind
0,0,0.0002476243,0.03212988,0.1231361,0.0002653376,0.09598418,0.2312637,0.0002712473,0.1711463,0.3286546,0.0002406526,0.2862345,0.3837689,0.0003083241,0.3940697,0.3393853,0.0005115803,0.4708464,0.2697909,0.0007119698,0.566705,0.2341481,0.0008318369,0.6694486,0.2260038,0.00087636,0.7750144,0.2442205,0.0008362475,0.8749489,0.2976489,0.0006976133,0.9608248,0.3811677,0.0004922638,1,0.4938097,0.0002474107,0.967509,0.6065152,4.276274E-05,0.8432097,0.6466619,0,0.7052189,0.6192851,4.932525E-05,0.5935807,0.5368,0.0001888013,0.5961642,0.4207498,0.0004424038,0.7161348,0.3938001,0.0004494257,0.7161348,0.3938001,0.0004494257,Wind
0.03250227,0,0.0005518482,0,0.1247116,0.0004681022,0.0199709,0.2520428,0.0003607297,0.1115407,0.3727641,0.0003777839,0.2419956,0.4465623,0.0004708967,0.360788,0.4124361,0.000712377,0.394213,0.3123189,0.0009338901,0.4976082,0.2763886,0.00104258,0.6124405,0.2892015,0.001028331,0.7327592,0.320733,0.0009113868,0.8637012,0.3701644,0.0006849231,0.9764013,0.4673347,0.0003772537,1,0.6020298,0.0001124442,0.8857332,0.6987225,0,0.6896818,0.6674853,0.000162244,0.5801179,0.5532555,0.0004851988,0.5613739,0.4421375,0.0007922986,0.6789743,0.4063525,0.0008138916,0.7458805,0.4415839,0.0006086978,0.7458805,0.4415839,0.0006086978,Wind
0,0,0.0008099575,0.02725862,0.1380245,0.0007831575,0.08962549,0.2599617,0.0006948098,0.1796972,0.3702086,0.0005710375,0.3264226,0.4021757,0.0007040668,0.363052,0.2993027,0.001019974,0.4784903,0.2636349,0.001145283,0.6083304,0.2679388,0.001109785,0.7485929,0.3021833,0.0009170754,0.9004837,0.3663042,0.0005948078,1,0.4865462,0.000209607,0.9300875,0.620576,0,0.7224119,0.6617777,2.266596E-05,0.5382143,0.568118,0.0003319156,0.4676443,0.4475163,0.0007118856,0.4784805,0.336339,0.001027128,0.6134841,0.3409064,0.0009961438,0.7605605,0.3784092,0.0007118359,0.8204163,0.427802,0.0004507582,0.8204163,0.427802,0.0004507582,Wind
